Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/04 16:25,20,800000128,1,800000049,2636.67,US Dollar,2636.67,US Dollar,Cheque,0
2022/09/04 16:30,10,800000104,10,800000061,3522.82,US Dollar,3522.82,US Dollar,Credit Card,0
2022/09/04 16:43,10,800000099,20,800000122,4776.96,US Dollar,4776.96,US Dollar,Credit Card,0
2022/09/04 16:52,1,800000045,1,800000049,4100.77,US Dollar,4100.77,US Dollar,Cheque,0
2022/09/04 17:14,20,800000128,1,800000046,3545.95,US Dollar,3545.95,US Dollar,Cheque,0
2022/09/04 17:38,10,800000092,10,800000084,3487.73,US Dollar,3487.73,US Dollar,Cheque,0
2022/09/04 17:52,10,800000095,1,800000025,4695.24,US Dollar,4695.24,US Dollar,Wire,0
2022/09/04 18:19,1,800000030,10,800000108,2580.54,US Dollar,2580.54,US Dollar,Credit Card,0
2022/09/04 18:21,10,800000116,1,800000040,3292.97,US Dollar,3292.97,US Dollar,Cheque,0
2022/09/04 18:38,10,800000063,1,800000041,1397.99,US Dollar,1397.99,US Dollar,Credit Card,0
2022/09/04 18:41,10,800000113,20,800000130,382.38,US Dollar,382.38,US Dollar,Credit Card,0
2022/09/04 19:02,20,800000138,10,800000085,2232.96,US Dollar,2232.96,US Dollar,ACH,0
2022/09/04 19:02,10,800000115,1,800000035,2984.72,US Dollar,2984.72,US Dollar,Wire,0
2022/09/04 19:03,10,800000111,10,800000073,3289.82,US Dollar,3289.82,US Dollar,ACH,0
2022/09/04 19:20,1,800000038,20,800000151,1180.52,US Dollar,1180.52,US Dollar,Wire,0
2022/09/04 19:30,10,800000061,10,800000114,1737.54,US Dollar,1737.54,US Dollar,Credit Card,0
2022/09/04 20:01,1,800000024,20,800000148,3912.50,US Dollar,3912.50,US Dollar,Wire,0
2022/09/04 20:03,10,800000084,1,800000026,483.80,US Dollar,483.80,US Dollar,ACH,0
2022/09/04 20:16,20,800000156,10,800000107,2644.80,US Dollar,2644.80,US Dollar,Credit Card,0
2022/09/04 20:27,1,800000025,10,800000107,3127.86,US Dollar,3127.86,US Dollar,Cheque,0
2022/09/04 20:27,10,800000117,1,800000054,3097.49,US Dollar,3097.49,US Dollar,Cheque,0
2022/09/04 20:32,10,800000076,10,800000068,2999.23,US Dollar,2999.23,US Dollar,Cheque,0
2022/09/04 20:34,1,800000027,1,800000056,4081.18,US Dollar,4081.18,US Dollar,Wire,0
2022/09/04 20:35,10,800000108,20,800000130,576.73,US Dollar,576.73,US Dollar,Wire,0
2022/09/04 21:14,10,800000119,20,800000127,1785.71,US Dollar,1785.71,US Dollar,Cheque,0
2022/09/04 21:26,10,800000089,1,800000031,4439.76,US Dollar,4439.76,US Dollar,Credit Card,0
2022/09/04 21:30,10,800000082,20,800000147,2665.55,US Dollar,2665.55,US Dollar,Credit Card,0
2022/09/04 21:38,10,800000090,1,800000022,2738.16,US Dollar,2738.16,US Dollar,ACH,0
2022/09/04 21:40,20,800000139,10,800000098,808.65,US Dollar,808.65,US Dollar,Credit Card,0
2022/09/04 21:43,20,800000145,1,800000038,2790.85,US Dollar,2790.85,US Dollar,ACH,0
2022/09/04 22:01,10,800000093,20,800000132,640.68,US Dollar,640.68,US Dollar,Credit Card,0
2022/09/04 22:07,10,800000060,1,800000020,1990.46,US Dollar,1990.46,US Dollar,Wire,0
2022/09/04 22:13,1,800000050,20,800000157,4566.67,US Dollar,4566.67,US Dollar,Cheque,0
2022/09/04 22:17,20,800000121,10,800000070,410.98,US Dollar,410.98,US Dollar,Cheque,0
2022/09/04 22:51,20,800000123,20,800000151,3611.56,US Dollar,3611.56,US Dollar,Credit Card,0
2022/09/04 22:55,10,800000096,10,800000102,2915.25,US Dollar,2915.25,US Dollar,Cheque,0
2022/09/04 23:13,1,800000031,1,800000033,2678.46,US Dollar,2678.46,US Dollar,Cheque,0
2022/09/04 23:36,10,800000096,10,800000060,3431.09,US Dollar,3431.09,US Dollar,Cheque,0
2022/09/04 23:38,1,800000057,10,800000082,199.96,US Dollar,199.96,US Dollar,ACH,0
2022/09/04 23:44,10,800000083,10,800000088,806.19,US Dollar,806.19,US Dollar,ACH,0
2022/09/05 00:05,20,800000142,10,800000082,3354.22,US Dollar,3354.22,US Dollar,Cheque,0
2022/09/05 00:07,20,800000157,10,800000063,1587.35,US Dollar,1587.35,US Dollar,Credit Card,0
2022/09/05 00:11,10,800000095,10,800000112,2792.42,US Dollar,2792.42,US Dollar,ACH,0
2022/09/05 00:13,20,800000135,20,800000129,1896.97,US Dollar,1896.97,US Dollar,Cheque,0
2022/09/05 00:14,10,800000077,10,800000096,3713.08,US Dollar,3713.08,US Dollar,Cheque,0
2022/09/05 00:17,1,800000031,10,800000101,3587.35,US Dollar,3587.35,US Dollar,Wire,0
2022/09/05 00:31,10,800000094,1,800000028,1149.51,US Dollar,1149.51,US Dollar,Credit Card,0
2022/09/05 00:36,10,800000081,10,800000077,1478.50,US Dollar,1478.50,US Dollar,Cheque,0
2022/09/05 00:46,10,800000118,10,800000068,1259.93,US Dollar,1259.93,US Dollar,Wire,0
2022/09/05 00:46,10,800000099,20,800000120,662.52,US Dollar,662.52,US Dollar,ACH,0
2022/09/05 01:30,10,800000094,1,800000030,1416.24,US Dollar,1416.24,US Dollar,ACH,0
2022/09/05 01:45,20,800000149,1,800000026,2715.91,US Dollar,2715.91,US Dollar,Wire,0
2022/09/05 01:58,10,800000089,10,800000092,2922.94,US Dollar,2922.94,US Dollar,Credit Card,0
2022/09/05 01:59,10,800000095,10,800000098,2168.10,US Dollar,2168.10,US Dollar,Wire,0
2022/09/05 02:04,10,800000107,1,800000056,1534.77,US Dollar,1534.77,US Dollar,Credit Card,0
2022/09/05 02:08,10,800000099,20,800000121,4798.08,US Dollar,4798.08,US Dollar,Wire,0
2022/09/05 02:10,1,800000025,10,800000096,2249.27,US Dollar,2249.27,US Dollar,Wire,0
2022/09/05 02:23,1,800000059,10,800000063,3178.98,US Dollar,3178.98,US Dollar,Credit Card,0
2022/09/05 02:31,10,800000107,10,800000060,1807.75,US Dollar,1807.75,US Dollar,Credit Card,0
2022/09/05 02:55,20,800000135,10,800000114,489.20,US Dollar,489.20,US Dollar,Cheque,0
2022/09/05 02:57,20,800000125,10,800000119,3751.05,US Dollar,3751.05,US Dollar,Cheque,0
2022/09/05 03:07,1,800000033,20,800000121,3021.62,US Dollar,3021.62,US Dollar,Cheque,0
2022/09/05 03:17,10,800000075,1,800000058,2656.82,US Dollar,2656.82,US Dollar,Wire,0
2022/09/05 03:25,1,800000033,1,800000045,337.91,US Dollar,337.91,US Dollar,Credit Card,0
2022/09/05 03:37,10,800000108,10,800000087,3883.86,US Dollar,3883.86,US Dollar,Wire,0
2022/09/05 03:41,1,800000041,1,800000049,3998.76,US Dollar,3998.76,US Dollar,Cheque,0
2022/09/05 03:44,20,800000136,10,800000093,2059.29,US Dollar,2059.29,US Dollar,Wire,0
2022/09/05 04:17,1,800000040,1,800000030,4274.76,US Dollar,4274.76,US Dollar,Credit Card,0
2022/09/05 04:18,10,800000119,20,800000127,2606.55,US Dollar,2606.55,US Dollar,Cheque,0
2022/09/05 04:22,10,800000081,1,800000046,3714.63,US Dollar,3714.63,US Dollar,Credit Card,0
2022/09/05 04:40,10,800000067,20,800000130,1929.02,US Dollar,1929.02,US Dollar,Cheque,0
2022/09/05 04:59,20,800000158,10,800000104,1873.27,US Dollar,1873.27,US Dollar,Cheque,0
2022/09/05 05:14,1,800000023,10,800000074,4501.51,US Dollar,4501.51,US Dollar,ACH,0
2022/09/05 05:27,20,800000136,10,800000114,3234.81,US Dollar,3234.81,US Dollar,Wire,0
2022/09/05 05:42,1,800000056,10,800000087,713.24,US Dollar,713.24,US Dollar,Credit Card,0
2022/09/05 06:02,10,800000108,20,800000133,3165.87,US Dollar,3165.87,US Dollar,Wire,0
2022/09/05 06:05,1,800000054,20,800000142,777.63,US Dollar,777.63,US Dollar,Credit Card,0
2022/09/05 06:15,20,800000121,20,800000146,934.98,US Dollar,934.98,US Dollar,Credit Card,0
2022/09/05 06:19,10,800000110,20,800000124,4675.73,US Dollar,4675.73,US Dollar,Cheque,0
2022/09/05 06:38,10,800000060,20,800000141,2187.83,US Dollar,2187.83,US Dollar,Cheque,0
2022/09/05 06:42,1,800000024,10,800000073,2838.42,US Dollar,2838.42,US Dollar,Wire,0
2022/09/05 06:50,20,800000159,20,800000141,1253.24,US Dollar,1253.24,US Dollar,Cheque,0
2022/09/05 06:54,10,800000086,10,800000118,1168.73,US Dollar,1168.73,US Dollar,Credit Card,0
2022/09/05 07:00,1,800000041,1,800000033,789.00,US Dollar,789.00,US Dollar,ACH,0
2022/09/05 07:04,20,800000133,20,800000126,1347.54,US Dollar,1347.54,US Dollar,ACH,0
2022/09/05 07:47,10,800000070,10,800000064,2911.40,US Dollar,2911.40,US Dollar,ACH,0
2022/09/05 07:50,1,800000041,20,800000144,3926.11,US Dollar,3926.11,US Dollar,Cheque,0
2022/09/05 07:55,10,800000074,20,800000136,1602.52,US Dollar,1602.52,US Dollar,Wire,0
2022/09/05 07:56,1,800000021,10,800000098,2162.50,US Dollar,2162.50,US Dollar,Credit Card,0
2022/09/05 08:04,20,800000144,10,800000107,4297.23,US Dollar,4297.23,US Dollar,ACH,0
2022/09/05 08:11,20,800000152,1,800000051,1404.05,US Dollar,1404.05,US Dollar,Cheque,0
2022/09/05 08:11,20,800000135,10,800000114,1817.06,US Dollar,1817.06,US Dollar,ACH,0
2022/09/05 08:17,1,800000054,10,800000087,3505.66,US Dollar,3505.66,US Dollar,Wire,0
2022/09/05 08:42,10,800000075,20,800000139,3372.46,US Dollar,3372.46,US Dollar,Credit Card,0
2022/09/05 08:56,1,800000049,20,800000157,3616.67,US Dollar,3616.67,US Dollar,Credit Card,0
2022/09/05 08:57,10,800000102,10,800000093,3118.02,US Dollar,3118.02,US Dollar,ACH,0
2022/09/05 08:59,1,800000028,10,800000093,1992.12,US Dollar,1992.12,US Dollar,Cheque,0
2022/09/05 09:27,20,800000134,10,800000115,1907.89,US Dollar,1907.89,US Dollar,Cheque,0
2022/09/05 09:28,10,800000063,20,800000137,2736.84,US Dollar,2736.84,US Dollar,Wire,0
2022/09/05 09:44,10,800000115,10,800000092,1890.23,US Dollar,1890.23,US Dollar,Credit Card,0
2022/09/05 09:48,20,800000125,10,800000072,1999.29,US Dollar,1999.29,US Dollar,Wire,0
2022/09/05 09:53,10,800000081,10,800000118,1159.42,US Dollar,1159.42,US Dollar,Wire,0
2022/09/05 09:53,20,800000121,10,800000081,2672.38,US Dollar,2672.38,US Dollar,Credit Card,0
2022/09/05 10:17,1,800000028,1,800000052,369.36,US Dollar,369.36,US Dollar,Credit Card,0
2022/09/05 10:42,20,800000124,1,800000059,405.43,US Dollar,405.43,US Dollar,Credit Card,0
2022/09/05 10:45,10,800000094,20,800000145,4646.87,US Dollar,4646.87,US Dollar,Cheque,0
2022/09/05 10:53,20,800000141,10,800000087,4643.59,US Dollar,4643.59,US Dollar,Cheque,0
2022/09/05 11:00,20,800000120,10,800000095,3119.31,US Dollar,3119.31,US Dollar,Cheque,0
2022/09/05 11:04,10,800000109,10,800000099,1679.57,US Dollar,1679.57,US Dollar,Cheque,0
2022/09/05 11:17,10,800000103,10,800000116,1381.43,US Dollar,1381.43,US Dollar,Wire,0
2022/09/05 11:23,20,800000126,10,800000064,1003.78,US Dollar,1003.78,US Dollar,Credit Card,0
2022/09/05 11:32,10,800000090,20,800000126,1664.41,US Dollar,1664.41,US Dollar,Credit Card,0
2022/09/05 11:57,10,800000067,1,800000023,3548.94,US Dollar,3548.94,US Dollar,Credit Card,0
2022/09/05 12:03,20,800000131,10,800000090,3087.48,US Dollar,3087.48,US Dollar,ACH,0
2022/09/05 12:35,20,800000137,10,800000109,1499.66,US Dollar,1499.66,US Dollar,Cheque,0
2022/09/05 12:38,10,800000094,1,800000037,3940.09,US Dollar,3940.09,US Dollar,Wire,0
2022/09/05 12:38,20,800000137,10,800000111,4088.00,US Dollar,4088.00,US Dollar,Wire,0
2022/09/05 12:47,1,800000048,20,800000126,2822.59,US Dollar,2822.59,US Dollar,ACH,0
2022/09/05 12:58,10,800000119,10,800000106,3227.15,US Dollar,3227.15,US Dollar,Wire,0
2022/09/05 13:22,1,800000039,20,800000123,1775.73,US Dollar,1775.73,US Dollar,Cheque,0
2022/09/05 13:29,20,800000126,20,800000140,3647.41,US Dollar,3647.41,US Dollar,Cheque,0
2022/09/05 13:46,1,800000029,1,800000055,3439.56,US Dollar,3439.56,US Dollar,Wire,0
2022/09/05 13:47,1,800000047,20,800000128,1089.50,US Dollar,1089.50,US Dollar,Wire,0
2022/09/05 13:51,20,800000121,10,800000108,4584.39,US Dollar,4584.39,US Dollar,Cheque,0
2022/09/05 14:12,1,800000049,10,800000091,2776.98,US Dollar,2776.98,US Dollar,Wire,0
2022/09/05 14:25,10,800000072,10,800000091,3623.55,US Dollar,3623.55,US Dollar,ACH,0
2022/09/05 14:30,10,800000076,20,800000134,2849.01,US Dollar,2849.01,US Dollar,ACH,0
2022/09/05 14:41,10,800000080,10,800000061,4686.98,US Dollar,4686.98,US Dollar,Cheque,0
2022/09/05 14:47,20,800000138,20,800000142,3050.75,US Dollar,3050.75,US Dollar,Cheque,0
2022/09/05 15:00,1,800000037,10,800000073,2835.32,US Dollar,2835.32,US Dollar,Cheque,0
2022/09/05 15:28,10,800000098,1,800000025,1930.76,US Dollar,1930.76,US Dollar,ACH,0
2022/09/05 16:24,20,800000154,20,800000125,3703.53,US Dollar,3703.53,US Dollar,ACH,0
2022/09/05 16:26,20,800000132,10,800000105,2095.43,US Dollar,2095.43,US Dollar,Cheque,0
2022/09/05 16:44,20,800000157,20,800000143,2258.15,US Dollar,2258.15,US Dollar,Credit Card,0
2022/09/05 17:03,10,800000082,10,800000077,1474.88,US Dollar,1474.88,US Dollar,ACH,0
2022/09/05 17:11,20,800000152,10,800000108,659.59,US Dollar,659.59,US Dollar,Cheque,0
2022/09/05 17:23,20,800000155,20,800000148,4389.06,US Dollar,4389.06,US Dollar,Cheque,0
2022/09/05 17:49,1,800000059,20,800000126,3160.88,US Dollar,3160.88,US Dollar,Wire,0
2022/09/05 18:14,1,800000031,1,800000045,3024.35,US Dollar,3024.35,US Dollar,Wire,0
2022/09/05 18:19,1,800000035,20,800000135,541.63,US Dollar,541.63,US Dollar,Credit Card,0
2022/09/05 18:20,1,800000020,10,800000092,3498.74,US Dollar,3498.74,US Dollar,Wire,0
2022/09/05 18:40,20,800000124,20,800000145,2024.24,US Dollar,2024.24,US Dollar,Wire,0
2022/09/05 18:52,20,800000124,1,800000043,1117.33,US Dollar,1117.33,US Dollar,ACH,0
2022/09/05 19:04,1,800000032,10,800000092,2400.75,US Dollar,2400.75,US Dollar,Wire,0
2022/09/05 19:11,20,800000150,20,800000122,3277.71,US Dollar,3277.71,US Dollar,Credit Card,0
2022/09/05 19:18,20,800000137,10,800000112,468.62,US Dollar,468.62,US Dollar,ACH,0
2022/09/05 20:05,10,800000079,20,800000156,3558.76,US Dollar,3558.76,US Dollar,ACH,0
2022/09/05 20:06,20,800000159,1,800000028,901.93,US Dollar,901.93,US Dollar,Credit Card,0
2022/09/05 20:17,10,800000106,20,800000121,3136.72,US Dollar,3136.72,US Dollar,Credit Card,0
2022/09/05 20:26,20,800000145,10,800000071,632.53,US Dollar,632.53,US Dollar,ACH,0
2022/09/05 20:39,20,800000157,1,800000058,831.55,US Dollar,831.55,US Dollar,Wire,0
2022/09/05 20:52,1,800000039,20,800000133,3888.11,US Dollar,3888.11,US Dollar,ACH,0
2022/09/05 21:08,20,800000131,10,800000104,2737.82,US Dollar,2737.82,US Dollar,ACH,0
2022/09/05 21:22,10,800000078,1,800000037,4350.75,US Dollar,4350.75,US Dollar,Credit Card,0
2022/09/05 21:27,1,800000022,10,800000107,3931.27,US Dollar,3931.27,US Dollar,Wire,0
2022/09/05 21:31,20,800000155,10,800000084,4662.62,US Dollar,4662.62,US Dollar,ACH,0
2022/09/05 21:39,20,800000148,10,800000110,392.36,US Dollar,392.36,US Dollar,ACH,0
2022/09/05 21:46,20,800000137,1,800000049,1296.18,US Dollar,1296.18,US Dollar,Wire,0
2022/09/05 21:55,10,800000079,20,800000158,1082.03,US Dollar,1082.03,US Dollar,ACH,0
2022/09/05 22:31,20,800000155,1,800000030,1141.39,US Dollar,1141.39,US Dollar,Wire,0
2022/09/05 22:32,1,800000053,20,800000130,2438.60,US Dollar,2438.60,US Dollar,ACH,0
2022/09/05 22:44,20,800000142,20,800000122,2588.25,US Dollar,2588.25,US Dollar,Wire,0
2022/09/05 22:45,10,800000106,10,800000109,79.00,US Dollar,79.00,US Dollar,Cheque,0
2022/09/05 22:53,10,800000063,10,800000064,425.10,US Dollar,425.10,US Dollar,Wire,0
2022/09/05 23:21,20,800000148,10,800000104,4181.08,US Dollar,4181.08,US Dollar,Wire,0
2022/09/05 23:29,10,800000108,1,800000059,1359.34,US Dollar,1359.34,US Dollar,ACH,0
2022/09/05 23:41,1,800000053,10,800000097,805.14,US Dollar,805.14,US Dollar,Credit Card,0
